GENUS$,SPECIES$,FAMILY$,GRWFRM2$,GRWFRM1$,SP$,SG60C_AVG,SG100C_AVG,SG60C_SEM,SG100C_SEM,SG60C_N,SG100C_N,WSG_CHAVE,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY,DBH_AVG,HEIGHT_AVG,DIAM_AVG,DBH_SEM,HEIGHT_SEM,DIAM_SEM,DBH_N,HEIGHT_N,DIAM_N,LEAFAREA_AVD,LEAFLET_AVD,LEAFTHCK_AVD,LMADISC_AVD,LMALEAF_AVD,LMALAM_AVD,LDDISC_AVD,LDMC_AVD,LEAFAREA_SED,LEAFLET_SED,LEAFTHCK_SED,LMADISC_SED,LMALEAF_SED,LMALAM_SED,LDDISC_SED,LDMC_SED,LEAFAREA_ND,LEAFLET_ND,LEAFTHCK_ND,LMADISC_ND,LMALEAF_ND,LMALAM_ND,LDDISC_ND,LDMC_ND,LEAFAREA_AVI,LEAFLET_AVI,LEAFTHCK_AVI,LMADISC_AVI,LMALEAF_AVI,LMALAM_AVI,LDDISC_AVI,LDMC_AVI,LEAFAREA_SEI,LEAFLET_SEI,LEAFTHCK_SEI,LMADISC_SEI,LMALEAF_SEI,LMALAM_SEI,LDDISC_SEI,LDMC_SEI,LEAFAREA_NI,LEAFLET_NI,LEAFTHCK_NI,LMADISC_NI,LMALEAF_NI,LMALAM_NI,LDDISC_NI,LDMC_NI,AVG_LAMTUF,AVG_VEINTUF,SEM_LAMTUF,SEM_VEINTUF,N_LAMTUF,N_VEINTUF,RGR_10,N_RGR10,RGR_50,N_RGR50,RGR_100,N_RGR100,MORT_10,N_MORT10,MORT_100,N_MORT100
Terminalia,oblonga,Combretaceae,T,T,TERMOB,0.638386101,0.634250897,0.05808541,0.057944247,5,5,0.7615,,,,,0.054522222,0.041677778,0.009755556,0.005577778,1,,9,9,0.055,655.5,35.40795242,9.415712302,16.77050983,3.010710807,0.518416921,6,6,6,44.3175,,193.0555556,62.26118229,67.38013288,65.14195438,0.321160495,0.351828745,7.134659531,,11.47797139,4.687223409,5.632324244,5.344891723,0.011186039,0.018049059,6,0,6,6,6,6,6,6,31.43722222,,126.3888889,29.51974226,31.29383269,30.55957503,0.236294532,0.339669514,4.423402864,,3.372455602,1.289462946,1.098075749,1.092078338,0.015927796,0.059751906,6,0,6,6,6,6,6,6,428.7541667,2760.845833,23.31088877,273.4816715,24,24,3.101138889,144,1.633355263,76,0.962118421,152,1.688886179,246,0.957373832,214
Ternstroemia,tepezapote,Theaceae,U,U,TERNTE,0.63912594,0.62675041,0.012179346,0.011716744,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.941,3,,0,0,4,0,1
Tetracera,hydrophila,Dilleniaceae,Climber,Climber,TET1HY,,,,,,,,0.26024,0.144785,3.2,0.4,0.032666667,0.019943333,0.016318333,0.010884167,2,15,49,49,,,,,,,,,,,67.62,,256.6666667,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,123.4183333,,182.0833333,75.52258935,81.48838795,76.40510905,0.417636837,0.362496108,19.33166667,,20.41666667,4.720161834,7.683525792,5.278770946,0.019597026,0.001464744,2,0,2,2,2,2,2,2,625,3436.5,69.53002948,171.129639,4,4,,,,,,,,,,
Tetracera,portobellens,Dilleniaceae,Climber,Climber,TET1PO,0.622874249,0.57220594,0.01627404,0.050854496,3,4,,,,,,,,,,,,,,0.014,,,,,,,,,,69.53,,200,,40.56934503,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetragastris,panamensis,Burseraceae,T,T,TET2PA,0.655805778,0.588927298,,0.037610017,1,5,0.764137,11.62806857,3.890294286,4.657142857,0.262857143,0.946965,0.419301905,0.4027125,0.29475,5,27,104,6,,683.3333333,31.34136028,8.589375,17.23884502,0.781306012,0.556184102,6,6,4,141.9155556,5.555555556,222.5,122.9939312,183.003747,150.734203,0.551332228,0.523537367,25.73224669,1.281395844,18.08160514,5.872210947,25.89180265,20.08208198,0.035319702,0.00806797,3,3,5,5,2,2,5,2,263.2105556,6.916666667,177.2222222,74.75462651,99.98141979,81.52608237,0.417130616,0.480005808,56.81736637,0.557358187,9.256295822,9.718195872,11.5727072,9.506574925,0.036692878,0.010428599,6,6,6,6,6,6,6,6,801.7777778,5403.844444,58.99615007,286.7434293,18,18,1.846970132,13794,1.369779394,1650,0.902494347,1592,1.537444074,17684,1.050046849,1793
Tetrapterys,tinifolia,Malpighiacea,Climber,Climber,TET3MA,,0.567186471,,0.065516138,0,2,,,,,,0.3293,0.20555,0.08452,0.05212,1,,10,10,,,,,,,,,,,36.71333333,,203.3333333,,67.51026032,,,,4.043974942,,12.61979632,,1.705199853,,,,3,0,3,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetrathylaci,johansenii,Flacourtiace,T,T,TET4JO,0.596303888,0.590028523,0.020416308,0.020979816,6,6,,,,,,,,,,,,,,0.001,401,22.68851248,3.468571429,121,4.350219579,1.025714286,2,2,2,56.3175,,178.3333333,60.35064059,63.05643121,61.76642787,0.33826859,0.321655564,7.7075,,5,1.910541695,0.793486578,1.141688705,0.001435273,0.018883805,2,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,489.475,2958.366667,48.9151029,157.7010075,4,3,,0,,0,1.84796,25,0,3,0.791518519,27
Tetrorchidiu,gorgonae,Euphorbiacea,M,M,TET5GO,0.395624084,0.388731214,0.01637681,0.015257453,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theobroma,bernoullii,Sterculiacea,M,M,THEOBE,0.603126877,0.592888436,0.039088482,0.039645042,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theobroma,cacao,Sterculiacea,T,U,THEOCA,0.419855213,0.412669457,0.02347727,0.023162795,5,5,0.42,699.208,120.268,39.2,0.2,2.99358,1.171175,1.55781,0.981755,1,5,20,20,1.771,79.33333333,8,1.680833333,27.42464423,2.712163958,0.461687537,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,212.1633333,,164.375,45.82490447,53.93500191,50.38325346,0.281039691,0.36212637,50.27453128,,9.702609185,4.3708335,4.872876191,4.695118871,0.019701447,0.009699668,4,0,4,4,4,4,4,4,538.05,3418.45,75.27814977,228.825881,6,6,3.955666667,6,0.954964286,28,0.316576923,52,1.853230769,39,0.844451613,62
Thevetia,ahouai,Apocynaceae,S,S,THEVAH,0.466957564,0.45702219,0.01077731,0.01029317,5,5,,14.641468,2.651192,3.16,0.88,1.09716,0.613997333,0.368683,0.285662,5,25,79,79,,91.6,7.838,1.630357143,4.523273151,0.526368692,0.09647755,5,5,5,122.235,,367.0833333,59.90110137,71.76979076,69.77278103,0.162154413,0.192724361,1.455,,20.41666667,10.90132614,6.521427459,6.673069701,0.020427844,0.014435985,2,0,2,2,2,2,2,2,118.22,,304.6296296,39.99650358,47.89673163,46.67273837,0.133216064,0.174318725,8.577275807,,12.00253245,2.350655401,2.142383169,2.0532781,0.011097469,0.006828121,9,0,9,9,9,9,9,9,221.3578947,2893.994737,11.12222188,119.4549847,19,19,2.054469565,230,1.036818182,99,0.95,5,3.010869369,444,12.16625,8
Thinouia,myriantha,Sapindaceae,Climber,Climber,THINMY,,0.580695229,,0.138141549,0,2,,0.19998,0.142244,1.36,0.04,0.095578889,0.069137222,0.074195,0.054390556,6,25,44,44,,,,,,,,,,,126.7169444,3,155.2777778,80.80467521,86.79974536,82.87810617,0.508554193,0.498038951,21.21199872,0,6.82678096,9.528879618,6.66873467,10.45882693,0.038939917,0.01971346,6,3,6,3,6,3,3,3,137.2116667,3,138.3333333,62.82310632,69.15651689,63.00434102,0.451054336,0.43637897,5.475,0,6.666666667,11.35086536,11.80661627,10.14802208,0.061253881,0.007757693,2,2,2,2,2,2,2,2,596.9125,3378.775,44.46885924,148.8746246,8,8,,,,,,,,,,
Tocoyena,pittieri,Rubiaceae,M,M,TOCOPI,0.650988247,0.635174452,0.014855699,0.013871579,8,9,,347.47223,98.16282056,52.875,1.525,2.314568646,0.956179479,1.285092292,0.657232396,4,12,49,49,,280,15.70070877,3.935,93.0580464,3.555916792,0.950105751,6,6,6,358.5833333,,196.6666667,76.08451337,87.49700525,85.52958531,0.387890476,0.336368519,,,0,8.87839964,,,0.046004068,,1,0,2,2,1,1,2,1,492.555,,168.125,52.3713194,50.13850336,47.3784862,0.31262242,0.218504523,198.09,,11.8944772,5.559167923,1.541700162,1.012065559,0.027700589,0.008679688,2,0,4,4,2,2,4,2,329.625,1492.4375,22.41583265,99.66305007,8,8,3.639285714,7,22.478,1,0.584769231,26,2.116090909,11,0.846,27
Tontelea,ovalifolia_s,Hippocrateac,Climber,Climber,TONTOV,,,,,,,,751.1125,316.9875,5.775,0,63.6855125,28.66844063,52.81166563,26.10970938,4,14,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tovomita,longifolia,Clusiaceae,U,U,TOVOLO,0.752690827,0.738390712,0.043413101,0.042832192,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tovomita,stylosa,Clusiaceae,U,U,TOVOST,0.734323722,0.724694433,0.029417379,0.029069312,5,5,,3.42935,0.92235,3.125,0.25,0.433083333,0.177608333,0.210547917,0.13526875,2,5,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tovomita,weddelliana,Clusiaceae,U,U,TOVOWE,0.507619764,0.497398285,0.023270224,0.022550479,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trattinnicki,aspera,Burseraceae,T,T,TRATAS,0.443594284,0.438656897,0.016101985,0.023975461,6,4,0.423936,0.607,0.334186667,1,0,0.295896667,0.22281,0.009743333,0.00637,3,9,9,9,,610,29.0115917,6.79190873,50.94833985,1.549373263,0.568746207,6,6,6,521.6875,8.791666667,315.8333333,100.6518319,139.4200733,109.0639026,0.311380019,0.406955595,152.7821685,1.935744426,42.4689429,18.84695535,33.41647756,28.44930224,0.033386061,0.060133636,4,4,5,5,4,4,5,4,1517.691,11.875,240,54.61901551,73.11953285,50.18678369,0.229092444,0.326422015,572.7058317,1.231107225,24.89143092,8.627903833,11.74056054,4.981096411,0.027703875,0.011923459,5,4,6,6,5,5,6,5,422.9692308,3681.184615,47.57036675,430.2057517,13,13,6.517111111,45,1.352760684,117,1.417010695,187,4.72447,200,3.896986784,227
Trema,micrantha,Ulmaceae,M,M,TREMMI,0.334988995,0.402906778,0.022612802,0.058693254,2,4,0.349,0.016118,0.004926,1,0,0.00358,0.002044,0.0007936,0.000442,5,30,30,30,0.002,479.6,25.45564882,7.628880952,56.59734976,1.660308545,0.712691594,5,5,5,45.04904762,,201.4285714,60.81623479,60.69059356,59.18172825,0.302606804,0.299634378,12.43005326,,6.002959713,4.777372742,4.091965721,4.005931371,0.023946675,0.015245008,7,0,7,7,7,7,7,7,34.16,,157.5,27.98381659,28.88977327,28.21363659,0.177363657,0.244367015,,,,,,,,,1,0,1,1,1,1,1,1,164.2285714,1386.828571,15.56976652,103.5669213,14,14,37.96033333,6,23.66690909,11,6.240822222,45,24.24997727,44,12.99044828,87
Trichanthera,gigantea,Acanthaceae,T,U,TRI1GI,0.56437323,0.541938859,0.02830522,0.026376274,4,4,0.4515,,,,,,,,,,,,,,87.5,8.895,1.700714286,37.5,3.745,0.720714286,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,91.48777778,,216.1111111,37.23683225,41.3231706,39.4120677,0.179246783,0.168842054,6.396819329,,20.41997328,3.703207719,4.210622474,3.996331759,0.030207285,0.014506615,3,0,3,3,3,3,3,3,347.25,2944.916667,40.87757127,288.4408772,6,6,1.9935,10,0.70625,8,0.6085,10,11.19034286,35,4.304583333,12
Trichilia,hirta,Meliaceae,T,T,TRI2HI,0.654452257,0.644739229,0.012231964,0.011747865,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trichilia,pallida,Meliaceae,M,M,TRI2PA,0.577874237,0.57316595,0.016524943,0.015461967,5,5,0.698833,0.46409,0.217008333,2.266666667,0.083333333,0.104459167,0.070595833,0.07541375,0.054078333,2,11,15,15,,217.4,16.73941729,3.5896875,6.961321714,1.632116339,0.385862931,5,5,4,344.6144444,4.777777778,170.5555556,58.77725332,69.11469553,63.10194054,0.349049703,0.358243033,112.988213,0.222222222,9.145598685,7.045669883,5.374076395,4.920288655,0.056293872,0.024248303,3,3,3,3,3,3,3,3,349.4154167,4.395833333,164.2708333,50.86817262,64.36530411,55.69284716,0.303141168,0.328783635,49.83183399,0.147524211,10.00426186,7.129729922,7.523317749,6.583977333,0.022918994,0.019989576,8,8,8,8,8,8,8,8,422.175,2945.88,32.6874649,127.3977538,20,20,2.27720089,1573,1.328329519,437,0.900119318,352,2.275856489,2404,1.646558673,392
Trichilia,pleeana,Meliaceae,M,M,TRI2PL,0.700245014,0.684511761,0.009591112,0.008311077,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trichilia,martiana,Meliaceae,M,M,TRI2TO,0.535866471,0.509015724,0.023731045,0.018068657,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trichilia,tuberculata,Meliaceae,T,T,TRI2TU,0.66553031,0.691552827,0.000128432,0.068229487,2,5,0.627189,1.49347,0.52104875,1.7,0.025,0.278667708,0.134250417,0.181655333,0.1095065,8,50,110,83,0.151,601.6666667,29.34672702,6.051033333,12.5636159,0.930539415,0.686937375,6,6,5,179.805,6.75,240,94.8527759,115.5353306,102.1857682,0.394152938,0.428716225,70.08970663,0.984838772,12.49073731,7.338076643,12.63802326,10.55433559,0.014896201,0.02590839,4,4,4,4,4,4,4,4,229.6446667,7.266666667,179,57.83322095,73.02185337,61.35918096,0.323740997,0.356268544,20.62502449,0.25055494,7.850159234,2.028724739,2.358903812,2.107263273,0.006596217,0.011299209,5,5,5,5,5,5,5,5,355.0555556,2469.116667,26.45290701,148.0744871,18,18,1.682514562,39142,0.91790937,7172,0.794063356,7592,2.380428916,55188,2.660780049,8952
Trichospermu,galeottii,Tiliaceae,M,M,TRI4GA,0.306268361,0.296052163,0.014577396,0.015107511,9,8,0.269543,0.198033333,0.128883333,18.33333333,0,0.0033875,0.002095833,0.001345,0.00107,1,6,24,20,0.003,,,,,,,,,,38.44,,248.3333333,57.09148123,72.73673257,68.91333405,0.227622326,0.375302013,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,457.4,2434,4.5,816.7,2,2,,0,,0,4.787375,8,,4,19.56885714,7
Triplaris,cumingiana,Polygonaceae,M,M,TRIPCU,0.541915126,0.528769755,0.077328354,0.055750049,3,5,0.52231,,,,,0.1319,0.0972,0.061,0.0543,1,,1,1,0.083,356.6,28.11824426,3.29692381,8.465222974,1.305606738,0.182408614,5,5,5,101.7016667,,190.1388889,86.91091631,93.77390622,91.29943002,0.456482371,0.385920453,16.17769512,,3.981535314,3.026563595,1.874536321,1.667604185,0.00893033,0.011232704,4,0,6,6,4,4,6,4,277.5827778,,127.2222222,40.75822282,47.49203716,46.03940155,0.324666834,0.298660937,40.60500749,,6.567550232,1.003383673,1.435728148,1.371934005,0.0159719,0.005140356,6,0,6,6,6,6,6,6,459.0526316,2795.947368,30.89851088,184.3179647,19,19,2.735607784,334,1.290078313,332,0.700110155,581,2.660306416,904,1.190313953,688
Trophis,racemosa,Moraceae,M,M,TROPRA,0.642243357,0.631037454,0.010090325,0.011411307,5,5,0.659027,,,,,,,,,,,,,,208.5,18.43526405,3.058333333,16.50504973,1.881699922,0.609332513,4,4,3,55.23055556,,241.6666667,78.6693639,87.05462957,84.25301873,0.327323799,0.398154863,10.15276875,,17.34721666,14.64686355,16.64259954,16.34314816,0.057830461,0.04439871,3,0,3,3,3,3,3,3,57.1175,,184.375,45.09440324,50.32017179,48.75461292,0.244748514,0.327803322,6.656467806,,8.103604308,3.185131254,3.093727726,2.822313249,0.013980182,0.015457389,4,0,4,4,4,4,4,4,418.65,3159.535714,29.8916482,256.0847416,14,14,1.420014862,942,0.657601064,188,0.431513514,148,1.830470242,1361,4.91189899,198
Turnera,panamensis,Turneraceae,S,S,TURNPA,0.517767925,0.510530811,0.008878292,0.010157402,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turpinia,occidentalis,Staphyleacea,T,T,TURPOC,0.412004438,0.406660348,0.015545869,0.015699616,6,6,0.337,2.06545,0.58829,4,5.4,0.048525,0.0346675,0.007463333,0.004135,2,10,28,15,,466.25,22.61306891,4.469047619,36.14179252,1.444182857,0.713873373,4,4,3,84.5325,4,271.25,86.7048775,93.19165257,76.10420894,0.311047792,0.309206648,27.2525,1,32.7545233,16.14026714,32.34954855,23.05065535,0.022950734,0.016487451,2,2,4,4,2,2,4,2,260.3511111,8.333333333,175.4166667,38.3513149,39.5649359,31.97597267,0.217805139,0.223756975,61.57541793,0.666666667,27.96016512,7.374329647,3.80753624,3.395144555,0.016106011,0.01046542,3,3,4,4,3,3,4,3,304.4133333,2497.58,26.88841115,215.4825113,15,15,6.061304348,46,2.65233945,109,1.54690566,212,7.257230769,208,5.292332192,292
Tynnanthus,croatianus,Bignoniaceae,Climber,Climber,TYNNCR,,0.494260909,,0.048689465,0,2,,3.0598,1.141,26.4,0,0.0263,0.00805,,,1,5,20,0,,,,,,,,,,,97.77222222,,200,,65.79176379,,,,0.918342576,,10.18350154,,11.27250427,,,,3,0,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uncaria,tomentosa,Rubiaceae,Climber,Climber,UNCATO,0.423464456,0.334259454,,0.041687771,1,3,,,,,,,,,,,,,,,,,,,,,,,,77.83666667,,214.4444444,63.38503034,85.27396594,77.3386029,0.333724135,0.339566224,9.472358813,,18.18967283,,6.418188192,,,,3,0,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unonopsis,pittieri,Annonaceae,M,M,UNONPI,0.451619584,0.42829045,,0.012872164,1,2,0.367936,4.62838,1.478671,1,0,1.68159,0.93393,1.22641,0.72482,2,10,10,10,,266.2,22.19034776,2.92515,10.56598315,2.265282411,0.410056235,5,5,5,73.07222222,,200,73.27489323,82.39386762,80.09646359,0.366154504,0.396697318,17.8331666,,6.666666667,4.951737961,6.318055446,5.930156575,0.016849681,0.015051882,3,0,3,3,3,3,3,3,148.0145833,,171.25,50.3202967,55.09171784,53.94858591,0.293241709,0.35715865,31.04270699,,8.676943693,4.654227138,3.476125592,3.432518071,0.017553602,0.009301599,4,0,4,4,4,4,4,4,389.7714286,3069.428571,35.42649941,213.63247,14,14,2.544410526,1710,1.535243243,703,0.902874822,703,2.781775663,2942,1.901240409,782
Urera,baccifera,Urticaceae,S,S,URERBA,,,,,,,0.165,,,,,,,,,,,,,,28.4,3.984404278,1.0559,2.874021573,0.350197113,0.091112897,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,570.748,,272,29.9393122,40.1993639,33.17553497,0.115859933,0.120200037,73.05141858,,24.21776208,1.249747336,1.459354974,1.285223233,0.013681868,0.005772997,5,0,5,5,5,5,5,5,144.66,1061.5,33.5230458,108.6879938,5,5,6.355666667,3,,0,,0,31.15382353,51,,0
Vantanea,depleta,Humiriaceae,T,T,VANTDE,0.810497154,0.798495723,0.018908234,0.01978501,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vatairea,erythrocarpa,Fabaceae:Pap,T,T,VATAER,0.729689719,0.720448179,0.013598571,0.015185259,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbesina,gigantea,Asteraceae,S,S,VERBGI,0.243913958,0.238919739,0.027576722,0.027105506,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Virola,elongata,Myristicacea,M,M,VIROEL,0.590511096,0.562108301,0.015976328,0.023357684,5,6,,2.01991,0.67728,1,0,0.56944,0.32424,0.29568,0.19197,2,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virola,koschnyi,Myristicacea,T,T,VIROKO,0.396439835,0.388440241,0.012116035,0.011713789,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virola,macrocarpa,Myristicacea,T,T,VIROMA,0.526449307,0.517152386,0.032870425,0.031949908,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virola,sebifera,Myristicacea,M,M,VIROSE,0.496460695,0.487343249,0.009598751,0.009427965,4,4,0.482592,3.572796889,1.341250889,1,0,0.463542889,0.299824389,0.146951,0.1116605,5,41,106,93,0.472,417.1666667,30.49914993,4.416986111,10.31315234,3.359934907,0.396583593,6,6,6,93.51,,293.1333333,107.5972129,106.7705333,103.7326075,0.357733234,0.390713281,21.92359593,,21.81834091,9.101753925,4.707321569,5.639919123,0.025543004,0.005489274,3,0,5,5,3,3,5,3,84.27547619,,197.0238095,60.06165109,64.04689292,61.80880807,0.307102726,0.322605848,11.41178822,,12.6327045,5.057961806,6.328758018,6.252679072,0.020151296,0.007242018,7,0,7,7,7,7,7,7,313.3421053,2087.842105,25.36001978,113.3871166,19,19,2.297187404,4541,1.46477904,1584,0.829638522,2653,2.688467543,7225,2.395006002,2999
Virola,multiflora,Myristicacea,T,T,VIROSP,0.462064957,0.447981976,0.012879979,0.013804876,11,10,0.458477,5.646026667,1.97593,1,0,1.574096667,0.875693333,0.95484,0.71358,2,8,8,5,,491.2,30.12108245,5.12712619,59.54443719,1.669980368,0.799492497,5,5,5,17.21933333,,305,141.020454,135.8092973,132.5855837,0.459203952,0.397442867,4.849550311,,10.82692118,12.06546021,11.57825005,11.53682569,0.02708732,0.024217754,5,0,5,5,5,5,5,5,32.329,,214,53.33782873,56.95875479,55.55816589,0.249505189,0.254052377,1.336886682,,7.68927825,3.822504463,2.788960102,2.862522256,0.017412556,0.010778597,5,0,5,5,5,5,5,5,349.2181818,2105.309091,17.29131584,155.4653445,11,11,4.008410959,73,2.519576271,59,1.555222222,90,2.289973333,150,1.581828829,111
Virola,surinamensis,Myristicacea,T,T,VIROSU,0.383251018,0.407319298,0.034079582,0.036372231,2,3,0.416009,15.24858667,4.577898889,1,0,3.363653333,2.215282222,2.252516,1.580256,9,49,49,25,1.952,858,37.272328,7.590142857,33.71349878,2.384358719,0.161218469,5,5,5,60.18833333,,252.0833333,103.7311755,104.9751795,102.3794903,0.413781704,0.31761549,5.948333333,,11.8120897,6.385527561,4.986948954,4.749219821,0.00805564,0.007436479,2,0,4,4,2,2,4,2,157.314,,171.8333333,49.5392223,57.46288622,55.77051409,0.289342013,0.280286824,33.64610977,,6.326750965,3.215737594,2.969251537,2.889336738,0.019589732,0.005841514,5,0,5,5,5,5,5,5,350,2168.608333,32.51694663,168.4965814,12,12,2.736977528,178,1.605094118,170,1.424464226,601,3.365947368,418,2.014498182,825
Vismia,baccifera,Clusiaceae,U,U,VISMBA,0.533327315,0.531295827,0.020545123,0.024102593,6,6,0.43,,,,,,,,,,,,,,63,7.14,1.643125,11.74308307,0.281336098,0.120518087,5,5,4,72.57208333,,273.5416667,90.8069229,91.11108806,87.87275739,0.333383135,0.338194542,5.664015939,,17.80285233,7.389532427,7.439338379,6.828937955,0.021599067,0.006796138,4,0,4,4,4,4,4,4,92.38104167,,241.9791667,59.00202293,61.8352292,59.89676744,0.244987426,0.268798749,9.48692995,,11.77662626,3.165711183,3.25459907,3.088572045,0.009788348,0.010591023,8,0,8,8,8,8,8,8,337.55,2605.025,22.10776718,127.4638537,24,24,2.900067416,178,1.257423077,52,0.273166667,6,6.918413793,348,3.211111111,9
Vismia,billbergiana,Clusiaceae,U,U,VISMBI,0.472369036,0.461491043,0.031829735,0.030330968,4,4,,,,,,,,,,,,,,,36,4.74,1.166130952,16.563011,0.54,0.30024707,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,35.55333333,,184.4444444,52.89578182,54.47789373,52.56912146,0.284377168,0.289162924,7.190158655,,9.094836413,8.38236303,8.322046649,8.018344625,0.035363605,0.033012937,3,0,3,3,3,3,3,3,305.5666667,2176.366667,42.56456011,281.7825588,6,6,4.009166667,6,1.348,5,,0,3.408214286,14,,0
Vismia,macrophylla,Clusiaceae,M,M,VISMMA,0.549247558,0.539254394,0.023598877,0.021021748,5,5,0.49369,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1
Vitex,cooperi,Verbenaceae,M,M,VITECO,0.566490783,0.559857548,0.042321857,0.041768159,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitis,tiliifolia,Vitaceae,Climber,Climber,VITITI,,,,,,,,0.33949,0.05905,2.3,0.2,0.018993333,0.012050833,0.0045075,0.003994167,2,10,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
